text,label,label_name
Jos ask if u wana meet up?,0,ham
"Lets use it next week, princess :)",0,ham
"Tunde, how are you doing. This is just wishing you a great day. Abiola.",0,ham
do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................,0,ham
"I av a new number,  . Wil u only use this one,ta.",0,ham
This is all just creepy and crazy to me.,0,ham
Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,0,ham
How come u got nothing to do?,0,ham
So do you have samus shoulders yet,0,ham
Thanks chikku..:-) gud nyt:-*,0,ham
"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!",0,ham
Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.,0,ham
K..i deleted my contact that why?,0,ham
Haiyoh... Maybe your hamster was jealous of million,0,ham
Ok ill send you with in  &lt;DECIMAL&gt;  ok.,0,ham
Send me yetty's number pls.,0,ham
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",1,spam
Then u go back urself lor...,0,ham
Dude how do you like the buff wind.,0,ham
Wow v v impressed. Have funs shopping!,0,ham
Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!,0,ham
I'll let you know when it kicks in,0,ham
PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04,1,spam
Hello! Good week? Fancy a drink or something later?,0,ham
Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,0,ham
Huh y lei...,0,ham
Yeah sure I'll leave in a min,0,ham
Lara said she can loan me  &lt;#&gt; .,0,ham
"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",1,spam
I love to wine and dine my lady!,0,ham
Guessin you ain't gonna be here before 9?,0,ham
"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",0,ham
Got meh... When?,0,ham
"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)",0,ham
Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,0,ham
Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,0,ham
"Aight no rush, I'll ask jay",0,ham
I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,0,ham
Hows the pain dear?y r u smiling?,0,ham
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",1,spam
"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",1,spam
"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;",0,ham
"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",0,ham
important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,1,spam
You should change your fb to jaykwon thuglyfe falconerf,0,ham
"that would be good … I'll phone you tomo lunchtime, shall I, to organise something?",0,ham
"Great. I'm in church now, will holla when i get out",0,ham
"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.",0,ham
Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186,1,spam
"When you just put in the + sign, choose my number and the pin will show. Right?",0,ham
"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",0,ham
Do ü noe if ben is going?,0,ham
"Awesome, lemme know whenever you're around",0,ham
"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",0,ham
Yes princess! I want to please you every night. Your wish is my command...,0,ham
No problem. How are you doing?,0,ham
"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",0,ham
"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",1,spam
I have to take exam with march 3,0,ham
Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,1,spam
Is there coming friday is leave for pongal?do you get any news from your work place.,0,ham
Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),0,ham
"Get the door, I'm here",0,ham
Still work going on:)it is very small house.,0,ham
"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P",1,spam
"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",0,ham
I was about to do it when i texted. I finished a long time ago and showered and er'ything!,0,ham
Are you angry with me. What happen dear,0,ham
U havent lost me ill always b here 4u.i didnt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thats what itried2tell urmom.i careabout u,0,ham
Lol that's different. I don't go trying to find every real life photo you ever took.,0,ham
"G says you never answer your texts, confirm/deny",0,ham
We live in the next  &lt;#&gt; mins,0,ham
Sitting in mu waiting for everyone to get out of my suite so I can take a shower,0,ham
Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,1,spam
If u sending her home first it's ok lor. I'm not ready yet.,0,ham
Is that seriously how you spell his name?,0,ham
"K I'll head out in a few mins, see you there",0,ham
"449050000301 You have won a £2,000 price! To claim, call 09050000301.",1,spam
U ned to convince him tht its not possible witot hurting his feeling its the main,0,ham
Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,0,ham
I'm job profile seems like bpo..,0,ham
Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,1,spam
Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,1,spam
What is this 'hex' place you talk of? Explain!,0,ham
U can call me now...,0,ham
"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",1,spam
YO YO YO BYATCH WHASSUP?,0,ham
Oh Howda gud gud.. Mathe en samachara chikku:-),0,ham
Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,0,ham
Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,1,spam
Remember on that day..,0,ham
For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;,0,ham
Well welp is sort of a semiobscure internet thing,0,ham
Please leave this topic..sorry for telling that..,0,ham
"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",0,ham
Dunno y u ask me.,0,ham
Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,0,ham
"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",0,ham
"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",1,spam
Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,1,spam
"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.",0,ham
Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,1,spam
Auntie huai juan never pick up her phone,0,ham
What you doing?how are you?,0,ham
"K, text me when you're on the way",0,ham
We not leaving yet. Ok lor then we go elsewhere n eat. U thk...,0,ham
No calls..messages..missed calls,0,ham
WHITE FUDGE OREOS ARE IN STORES,0,ham
I tagged MY friends that you seemed to count as YOUR friends.,0,ham
Draw va?i dont think so:),0,ham
Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,0,ham
Ha ha - had popped down to the loo when you hello-ed me. Hello!,0,ham
Just got up. have to be out of the room very soon. …. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,0,ham
Ok i've sent u da latest version of da project.,0,ham
"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.",0,ham
Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,0,ham
Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...,0,ham
Hi good mornin.. Thanku wish u d same..,0,ham
Where are you?when wil you reach here?,0,ham
Long after I quit. I get on only like 5 minutes a day as it is.,0,ham
Yeah I'll try to scrounge something up,0,ham
"I am real, baby! I want to bring out your inner tigress...",0,ham
"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",0,ham
I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now,0,ham
Can come my room but cannot come my house cos my house still messy... Haha...,0,ham
For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,0,ham
"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...",0,ham
"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",0,ham
Howz pain.it will come down today.do as i said ystrday.ice and medicine.,0,ham
"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, £1.50 to rcv",1,spam
Ok then i will come to ur home after half an hour,0,ham
"Nah can't help you there, I've never had an iphone",0,ham
Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,0,ham
Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,0,ham
"Probably not, I'm almost out of gas and I get some cash tomorrow",0,ham
That's cause your old. I live to be high.,0,ham
Thanx a lot 4 ur help!,0,ham
Hey whats up? U sleeping all morning?,0,ham
Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,0,ham
"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around",0,ham
"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",0,ham
S:)8 min to go for lunch:),0,ham
I have printed it oh. So  &lt;#&gt;  come upstairs,0,ham
"Happy or sad , one thing about past is- ""Its no more"" GOOD MORNING :-):-).",0,ham
Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,1,spam
They don't put that stuff on the roads to keep it from getting slippery over there?,0,ham
If india win or level series means this is record:),0,ham
Like a personal sized or what,0,ham
Are you there in room.,0,ham
I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,0,ham
"Ur balance is now £600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!",1,spam
Remember to ask alex about his pizza,0,ham
DO U WANT 2 MEET UP 2MORRO,0,ham
"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",0,ham
"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone",0,ham
Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,0,ham
Tell them u have a headache and just want to use 1 hour of sick time.,0,ham
Done it but internet connection v slow and can‘t send it. Will try again later or first thing tomo.,0,ham
Good evening! How are you?,0,ham
We still on for tonight?,0,ham
MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,0,ham
How are you doing. How's the queen. Are you going for the royal wedding,0,ham
I'm okay. Chasing the dream. What's good. What are you doing next.,0,ham
Give me a sec to think think about it,0,ham
"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",1,spam
Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,0,ham
So ü pay first lar... Then when is da stock comin...,0,ham
Then ur sis how?,0,ham
Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................,0,ham
Are you plans with your family set in stone ?,0,ham
Jus ans me lar. U'll noe later.,0,ham
Ard 6 like dat lor.,0,ham
INTERFLORA - It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,1,spam
"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...",0,ham
I will see in half an hour,0,ham
Dear :-/ why you mood off. I cant drive so i brother to drive,0,ham
Watching ajith film ah?,0,ham
So when do you wanna gym harri,0,ham
Me n him so funny...,0,ham
Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,0,ham
Yes. I come to nyc for audiitions and am trying to relocate.,0,ham
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",1,spam
Where wuld I be without my baby? The thought alone mite break me and I dont wanna go crazy but everyboy needs his lady xxxxxxxx,0,ham
"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",0,ham
"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",1,spam
Shhhhh nobody is supposed to know!,0,ham
We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,1,spam
if you text on your way to cup stop that should work. And that should be BUS,0,ham
S s..first time..dhoni rocks...,0,ham
Wait . I will msg after  &lt;#&gt;  min.,0,ham
You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,1,spam
Am not interested to do like that.,0,ham
WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm,1,spam
Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,0,ham
"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",0,ham
But i'll b going 2 sch on mon. My sis need 2 take smth.,0,ham
"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!",0,ham
Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,0,ham
Tell rob to mack his gf in the theater,0,ham
Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,0,ham
Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,1,spam
Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!,0,ham
Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,0,ham
Just got to  &lt;#&gt;,0,ham
"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",0,ham
I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!,0,ham
Kallis wont bat in 2nd innings.,0,ham
What time you think you'll have it? Need to know when I should be near campus,0,ham
Think + da. You wil do.,0,ham
Did u find out what time the bus is at coz i need to sort some stuff out.,0,ham
hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,0,ham
"I noe la... U wana pei bf oso rite... K lor, other days den...",0,ham
"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed.",0,ham
Most of the tiime when i don't let you hug me it's so i don't break into tears.,0,ham
Beerage?,0,ham
"Are you sure you don't mean ""get here, we made you hold all the weed""",0,ham
Yes watching footie but worried we're going to blow it - Phil Neville?,0,ham
E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,0,ham
I'm good. Have you registered to vote?,0,ham
"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",1,spam
"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..",0,ham
1 in cbe. 2 in chennai.,0,ham
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,1,spam
"Dad wanted to talk about the apartment so I got a late start, omw now",0,ham
Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...,0,ham
This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,1,spam
Captain is in our room:),0,ham
Mm i had my food da from out,0,ham
"Sorry that took so long, omw now",0,ham
"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182",1,spam
"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy",0,ham
Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...,0,ham
U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795,1,spam
Love that holiday Monday feeling even if I have to go to the dentists in an hour,0,ham
Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,0,ham
hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx,0,ham
Well she's in for a big surprise!,0,ham
"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",0,ham
What you did in  leave.,0,ham
"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den...",0,ham
"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",0,ham
Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,0,ham
This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed,0,ham
There are many company. Tell me the language.,0,ham
No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,0,ham
Okie ü wan meet at bishan? Cos me at bishan now. I'm not driving today.,0,ham
"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee..",0,ham
"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription",1,spam
I am going to sao mu today. Will be done only at 12,0,ham
Hi :)finally i completed the course:),0,ham
So how are you really. What are you up to. How's the masters. And so on.,0,ham
"Hmm ok, i'll stay for like an hour cos my eye is really sore!",0,ham
